id,group,age_demographic_tag,theme,gift_idea,why_unique,price_band,price_range
470,"Men, 20-35","EDC, tech, fitness, first salary energy",Hobbies,Guitar / instrument upgrade accessory,"For the musician friend; pedals, strings, gear.",C,"Rs 1,500-5,000"
471,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Levitating / floating moon lamp,A gravity-defying centrepiece and conversation-starter.,D,"Rs 5,000+"
472,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Smart-home starter kit (bulbs/plug),Voice-controlled living; a genuinely fun first step.,C,"Rs 1,500-5,000"
473,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Aroma diffuser + essential-oil set,"Turns a bachelor pad into a calm, good-smelling space.",B,"Rs 500-1,500"
474,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Self-stirring / temperature mug,A small daily luxury that feels futuristic.,B,"Rs 500-1,500"
475,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Personalised map / coordinates art,"A meaningful place, framed; instant wall character.",B,"Rs 500-1,500"
476,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Bluetooth vintage gramophone speaker,"Retro looks, modern sound; a décor-worthy gadget.",C,"Rs 1,500-5,000"
477,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Weighted / cooling blanket (single),Better sleep as a gift; surprisingly appreciated.,D,"Rs 5,000+"
478,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Custom neon quote / name sign,Personalised light that owns a wall or bar corner.,C,"Rs 1,500-5,000"
479,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Indoor herb-garden kit,Fresh basil on the sill; for the guy who cooks.,B,"Rs 500-1,500"
480,"Men, 20-35","EDC, tech, fitness, first salary energy",Home & Lifestyle,Smart LED-strip room lighting,App-controlled ambience that transforms any room.,B,"Rs 500-1,500"
481,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,Cast-iron skillet / premium pan,A lifetime cooking upgrade for the home chef.,C,"Rs 1,500-5,000"
482,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,Home cold-brew / pour-over coffee kit,Elevates the daily coffee into a ritual.,C,"Rs 1,500-5,000"
483,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,Grill / BBQ tool + rub gift set,For the guy who owns the weekend cookout.,C,"Rs 1,500-5,000"
484,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,"Chef's knife (quality, gift box)",The one tool a home cook truly notices.,C,"Rs 1,500-5,000"
485,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,Air-fryer (compact),"Healthier, easier cooking used almost daily.",D,"Rs 5,000+"
486,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,Gourmet hot-sauce / spice tasting set,A flavour adventure for the culinary curious.,B,"Rs 500-1,500"
487,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,Pizza-making stone + peel kit,Restaurant-style pizza nights at home.,C,"Rs 1,500-5,000"
488,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,Personalised chopping board (engraved),"A handsome, functional keepsake for the cook.",B,"Rs 500-1,500"
489,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,Craft-cocktail syrup / bitters set,Bar-quality drinks without leaving home.,B,"Rs 500-1,500"
490,"Men, 20-35","EDC, tech, fitness, first salary energy",Foodie & Kitchen,Sous-vide / precision cooker,Turns him into a genuine kitchen show-off.,D,"Rs 5,000+"
491,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Personalised couple / friends star-map,"A meaningful sky, framed; unexpectedly moving.",B,"Rs 500-1,500"
492,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Custom caricature (his hobby/profession),"A witty, personal keepsake he'll display.",B,"Rs 500-1,500"
493,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Engraved leather journal + pen,"A dignified space for ideas, with his name.",B,"Rs 500-1,500"
494,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Personalised photo-rolling cube,A novel keepsake of his favourite memories.,C,"Rs 1,500-5,000"
495,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Custom map of a meaningful place,"Where it began, framed for the wall.",B,"Rs 500-1,500"
496,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Spotify-code + photo keepsake,His anthem and a memory in one small treasure.,A,Rs 0-500
497,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Personalised name / date bracelet,"Subtle, everyday jewellery with real meaning.",B,"Rs 500-1,500"
498,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Engraved keepsake / watch box,A handsome home for his treasured pieces.,C,"Rs 1,500-5,000"
499,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Voice-waveform framed art,A loved one's words turned into wall art.,B,"Rs 500-1,500"
500,"Men, 20-35","EDC, tech, fitness, first salary energy",Sentimental & Personalised,Custom '#1' keepsake (dad/bro/friend),"Sentimental, warm and genuinely touching.",B,"Rs 500-1,500"
501,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,At-home spa hamper (full ritual),A pamper evening in a box; thoughtful and indulgent.,C,"Rs 1,500-5,000"
502,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,Mini skincare fridge,"Chills serums and masks; a coveted, viral upgrade.",D,"Rs 5,000+"
503,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,Jade-roller & gua-sha marble set,A grounding daily ritual with a beautiful finish.,B,"Rs 500-1,500"
504,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,Aromatherapy diffuser + oils,Calming ambience and wellbeing in one gift.,B,"Rs 500-1,500"
505,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,Silk pillowcase + eye-mask set,Gentle-on-skin luxury she'll feel every night.,B,"Rs 500-1,500"
506,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,Weighted blanket (single/queen),"Anxiety-easing comfort with real, felt benefit.",D,"Rs 5,000+"
507,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,Acupressure mat + bolster,"A surprising, effective tension-melter after work.",B,"Rs 500-1,500"
508,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,Personalised bathrobe + slippers,Hotel-comfort at home with her initials.,C,"Rs 1,500-5,000"
509,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,Sunrise wake-up light alarm,Gentler mornings; better mood before the coffee.,C,"Rs 1,500-5,000"
510,"Women, 20-35","Self-care, style, home, wellness",Self-Care & Wellness,Herbal-tea + ceramic infuser set,"A cosy, calming daily wind-down ritual.",B,"Rs 500-1,500"
511,"Women, 20-35","Self-care, style, home, wellness",Jewellery,Personalised name / initial necklace,The dainty everyday piece she'll live in.,B,"Rs 500-1,500"
512,"Women, 20-35","Self-care, style, home, wellness",Jewellery,Birthstone ring / bracelet,"Personal, meaningful and quietly special.",B,"Rs 500-1,500"
513,"Women, 20-35","Self-care, style, home, wellness",Jewellery,Custom coordinate / map bracelet,"A place that matters, worn close; deeply thoughtful.",B,"Rs 500-1,500"
514,"Women, 20-35","Self-care, style, home, wellness",Jewellery,Layered-necklace stacking set,On-trend combos for endless everyday styling.,B,"Rs 500-1,500"
515,"Women, 20-35","Self-care, style, home, wellness",Jewellery,Charm bracelet + milestone charms,A wearable story she keeps adding to.,C,"Rs 1,500-5,000"
516,"Women, 20-35","Self-care, style, home, wellness",Jewellery,Silk scarf (designer print),"Hair, neck or bag; a grown-up style unlock.",B,"Rs 500-1,500"
517,"Women, 20-35","Self-care, style, home, wellness",Jewellery,Personalised photo-locket,A loved face kept close; sentimental and classic.,B,"Rs 500-1,500"
518,"Women, 20-35","Self-care, style, home, wellness",Jewellery,Everyday hoop / stud edit set,Versatile pieces that suit work and weekend.,B,"Rs 500-1,500"
519,"Women, 20-35","Self-care, style, home, wellness",Jewellery,"Sunglasses (trend cut, quality)",Instant confidence and a whole vibe.,C,"Rs 1,500-5,000"
520,"Women, 20-35","Self-care, style, home, wellness",Jewellery,Custom initial signet ring,"Understated, timeless and unmistakably hers.",B,"Rs 500-1,500"
521,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Personalised name LED neon sign,A statement piece for her Pinterest-worthy space.,C,"Rs 1,500-5,000"
522,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Scented soy candle trio (luxury),"Mood, warmth and a signature home scent.",B,"Rs 500-1,500"
523,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Ceramic vase + dried-flower arrangement,Zero-maintenance beauty for the shelfie corner.,B,"Rs 500-1,500"
524,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Custom Spotify-code framed art,"Her song, scannable, framed; personal décor.",B,"Rs 500-1,500"
525,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Boho macramé wall hanging,On-trend texture that lifts any wall.,B,"Rs 500-1,500"
526,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Galaxy / ambient projector lamp,Transforms the room's mood at the touch of a button.,B,"Rs 500-1,500"
527,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Personalised map / star-map print,A meaningful moment turned into wall art.,B,"Rs 500-1,500"
528,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Minimalist ceramic coffee-mug set,Everyday beauty for the morning-ritual lover.,B,"Rs 500-1,500"
529,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Instant photo printer,"Prints phone memories to pin, gift and keep.",D,"Rs 5,000+"
530,"Women, 20-35","Self-care, style, home, wellness",Home & Aesthetic,Fairy-light photo-clip display,"A warm, glowing wall of her favourite moments.",A,Rs 0-500
531,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Trendy structured crossbody bag,The 'it' bag that finishes every outfit.,C,"Rs 1,500-5,000"
532,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Personalised tote / laptop sleeve,Custom-printed carry that's practical and pretty.,B,"Rs 500-1,500"
533,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Silk / satin co-ord loungewear set,Elevated comfort she'll reach for constantly.,C,"Rs 1,500-5,000"
534,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Cashmere-blend scarf / stole,"A soft, luxe layer for every winter.",C,"Rs 1,500-5,000"
535,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Personalised phone case (name/photo),A daily-carry item made unmistakably hers.,A,Rs 0-500
536,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Mini backpack (versatile),"Hands-free style for work, travel and weekends.",C,"Rs 1,500-5,000"
537,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Statement earrings edit box,A curated set to switch up any look.,B,"Rs 500-1,500"
538,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Foldable travel flats + pouch,Heel-relief hero that lives in her bag.,B,"Rs 500-1,500"
539,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Personalised passport + luggage-tag set,Travel-ready and unmistakably hers.,B,"Rs 500-1,500"
540,"Women, 20-35","Self-care, style, home, wellness",Fashion & Bags,Everyday minimal watch,A refined finishing piece for any wrist.,C,"Rs 1,500-5,000"
541,"Women, 20-35","Self-care, style, home, wellness",Journaling,Personalised leather journal + pen,A beautiful private space with her name embossed.,B,"Rs 500-1,500"
542,"Women, 20-35","Self-care, style, home, wellness",Journaling,Guided manifestation / gratitude journal,"Structured prompts for goals, calm and clarity.",B,"Rs 500-1,500"
543,"Women, 20-35","Self-care, style, home, wellness",Journaling,One-line-a-day 5-year memory book,A tiny daily habit that becomes a treasure.,B,"Rs 500-1,500"
544,"Women, 20-35","Self-care, style, home, wellness",Journaling,Custom 12-month photo planner,Her memories built into her daily planning.,B,"Rs 500-1,500"
545,"Women, 20-35","Self-care, style, home, wellness",Journaling,Vision-board DIY kit,Turns dreams visible; a real mindset tool.,B,"Rs 500-1,500"
546,"Women, 20-35","Self-care, style, home, wellness",Journaling,Self-care subscription box (3 months),"Monthly delight and pampering, delivered.",D,"Rs 5,000+"
547,"Women, 20-35","Self-care, style, home, wellness",Journaling,Affirmation + tarot / oracle deck,Daily reflection and a moment of grounding.,B,"Rs 500-1,500"
548,"Women, 20-35","Self-care, style, home, wellness",Journaling,Reading-tracker + book-lover journal,For the bookworm who logs and rates her reads.,A,Rs 0-500
549,"Women, 20-35","Self-care, style, home, wellness",Journaling,Habit-tracker + goal wall planner,Makes intentions visible and satisfying to tick.,B,"Rs 500-1,500"
550,"Women, 20-35","Self-care, style, home, wellness",Journaling,Wax-seal letter-writing set,Old-world romance for the sentimental writer.,B,"Rs 500-1,500"
551,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Candle-making studio kit,"Scented, giftable results; a full aesthetic hobby.",B,"Rs 500-1,500"
552,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Resin art & jewellery kit,"Glossy, wearable pieces; creative and on-trend.",B,"Rs 500-1,500"
553,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Watercolour / gouache art set,"A calming, expressive creative outlet.",B,"Rs 500-1,500"
554,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Pottery / clay air-dry kit,Handmade dishes and mugs; therapeutic and useful.,B,"Rs 500-1,500"
555,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Embroidery / punch-needle kit,"A slow, satisfying craft with heirloom charm.",B,"Rs 500-1,500"
556,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Beginner baking / dessert kit,Everything for a first showstopper bake.,B,"Rs 500-1,500"
557,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Digital drawing tablet (entry),For the creative ready to go digital.,D,"Rs 5,000+"
558,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Macramé / weaving loom kit,Makes wall art and plant hangers she'll display.,B,"Rs 500-1,500"
559,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Perfume-blending DIY kit,Craft a signature scent; unusual and delightful.,C,"Rs 1,500-5,000"
560,"Women, 20-35","Self-care, style, home, wellness",Hobbies,Indoor gardening starter set,"Plant care as a soothing, rewarding habit.",B,"Rs 500-1,500"
561,"Women, 20-35","Self-care, style, home, wellness",Fitness & Movement,Premium yoga mat + accessories,"Encourages a calming, consistent practice.",C,"Rs 1,500-5,000"
562,"Women, 20-35","Self-care, style, home, wellness",Fitness & Movement,Pilates ring + resistance-band set,Effective home workouts in minimal space.,B,"Rs 500-1,500"
563,"Women, 20-35","Self-care, style, home, wellness",Fitness & Movement,Smart fitness / activity band,"Gamifies movement, sleep and mindful minutes.",C,"Rs 1,500-5,000"
564,"Women, 20-35","Self-care, style, home, wellness",Fitness & Movement,Massage gun (compact),Recovery and tension relief that feels luxurious.,C,"Rs 1,500-5,000"
565,"Women, 20-35","Self-care, style, home, wellness",Fitness & Movement,Insulated sports bottle (motivational),Nudges hydration through the day.,B,"Rs 500-1,500"
566,"Women, 20-35","Self-care, style, home, wellness",Fitness & Movement,Foam roller + mobility kit,Eases desk-stiff shoulders and hips.,B,"Rs 500-1,500"
